,2k,4k,6k,500k,1k,3k,8k
6241,55,90,70,20.0,20.0,75.0,70.0
6242,55,90,75,20.0,20.0,75.0,75.0
6243,55,90,80,15.0,20.0,75.0,75.0
6244,55,90,85,20.0,25.0,75.0,80.0
6245,55,90,90,20.0,25.0,75.0,85.0
6246,55,90,95,20.0,25.0,75.0,85.0
6247,55,90,100,20.0,25.0,75.0,90.0
6248,55,95,-5,15.0,20.0,60.0,20.0
6249,55,95,0,15.0,20.0,60.0,25.0
6250,55,95,5,15.0,20.0,60.0,25.0
6251,55,95,10,15.0,20.0,60.0,30.0
6252,55,95,15,15.0,20.0,60.0,35.0
6253,55,95,20,15.0,20.0,65.0,35.0
6254,55,95,25,15.0,20.0,65.0,40.0
6255,55,95,30,20.0,20.0,65.0,45.0
6256,55,95,35,20.0,25.0,65.0,50.0
6257,55,95,40,20.0,25.0,70.0,55.0
6258,55,95,45,20.0,25.0,70.0,60.0
6259,55,95,50,20.0,25.0,70.0,60.0
6260,55,95,55,20.0,25.0,70.0,65.0
6261,55,95,60,20.0,25.0,75.0,70.0
6262,55,95,65,20.0,20.0,75.0,70.0
6263,55,95,70,20.0,25.0,75.0,70.0
6264,55,95,75,15.0,20.0,75.0,75.0
6265,55,95,80,20.0,20.0,80.0,80.0
6266,55,95,85,20.0,25.0,80.0,80.0
6267,55,95,90,20.0,25.0,80.0,85.0
6268,55,95,95,20.0,25.0,80.0,90.0
6269,55,95,100,20.0,25.0,80.0,90.0
6270,55,100,-5,15.0,20.0,60.0,25.0
6271,55,100,0,15.0,20.0,60.0,25.0
6272,55,100,5,15.0,20.0,60.0,30.0
6273,55,100,10,15.0,20.0,60.0,35.0
6274,55,100,15,15.0,20.0,65.0,35.0
6275,55,100,20,15.0,20.0,65.0,40.0
6276,55,100,25,20.0,20.0,65.0,45.0
6277,55,100,30,20.0,20.0,65.0,50.0
6278,55,100,35,20.0,25.0,65.0,55.0
6279,55,100,40,20.0,25.0,70.0,60.0
6280,55,100,45,20.0,25.0,70.0,60.0
6281,55,100,50,20.0,20.0,70.0,65.0
6282,55,100,55,20.0,25.0,75.0,65.0
6283,55,100,60,20.0,25.0,75.0,70.0
6284,55,100,65,20.0,25.0,75.0,70.0
6285,55,100,70,20.0,25.0,75.0,75.0
6286,55,100,75,20.0,20.0,75.0,75.0
6287,55,100,80,20.0,20.0,80.0,80.0
6288,55,100,85,20.0,25.0,80.0,80.0
6289,55,100,90,20.0,25.0,80.0,85.0
6290,55,100,95,20.0,25.0,80.0,90.0
6291,55,100,100,20.0,25.0,80.0,90.0
6292,60,-5,-5,15.0,20.0,25.0,10.0
6293,60,-5,0,15.0,20.0,25.0,10.0
6294,60,-5,5,15.0,20.0,25.0,15.0
6295,60,-5,10,15.0,25.0,25.0,15.0
6296,60,-5,15,15.0,25.0,25.0,20.0
6297,60,-5,20,20.0,25.0,25.0,20.0
6298,60,-5,25,20.0,25.0,25.0,20.0
6299,60,-5,30,20.0,25.0,25.0,25.0
6300,60,-5,35,20.0,25.0,25.0,25.0
6301,60,-5,40,20.0,25.0,30.0,30.0
6302,60,-5,45,20.0,25.0,30.0,30.0
6303,60,-5,50,20.0,25.0,30.0,35.0
6304,60,-5,55,20.0,25.0,30.0,35.0
6305,60,-5,60,20.0,25.0,30.0,40.0
6306,60,-5,65,20.0,25.0,30.0,45.0
6307,60,-5,70,20.0,25.0,30.0,50.0
6308,60,-5,75,20.0,25.0,30.0,50.0
6309,60,-5,80,20.0,25.0,35.0,55.0
6310,60,-5,85,20.0,25.0,35.0,60.0
6311,60,-5,90,20.0,25.0,35.0,65.0
6312,60,-5,95,20.0,25.0,35.0,65.0
6313,60,-5,100,20.0,25.0,35.0,70.0
6314,60,0,-5,15.0,25.0,25.0,10.0
6315,60,0,0,15.0,25.0,30.0,15.0
6316,60,0,5,15.0,25.0,30.0,15.0
6317,60,0,10,15.0,25.0,30.0,15.0
6318,60,0,15,20.0,25.0,30.0,20.0
6319,60,0,20,20.0,25.0,30.0,20.0
6320,60,0,25,20.0,25.0,30.0,25.0
6321,60,0,30,20.0,25.0,30.0,25.0
6322,60,0,35,20.0,25.0,30.0,25.0
6323,60,0,40,20.0,25.0,30.0,30.0
6324,60,0,45,20.0,25.0,30.0,35.0
6325,60,0,50,20.0,25.0,30.0,40.0
6326,60,0,55,20.0,25.0,30.0,40.0
6327,60,0,60,20.0,25.0,30.0,45.0
6328,60,0,65,20.0,25.0,35.0,50.0
6329,60,0,70,20.0,25.0,35.0,50.0
6330,60,0,75,20.0,25.0,35.0,55.0
6331,60,0,80,20.0,25.0,35.0,60.0
6332,60,0,85,20.0,25.0,35.0,60.0
6333,60,0,90,20.0,25.0,35.0,65.0
6334,60,0,95,20.0,25.0,35.0,65.0
6335,60,0,100,20.0,25.0,35.0,70.0
6336,60,5,-5,15.0,25.0,30.0,10.0
6337,60,5,0,15.0,25.0,30.0,15.0
6338,60,5,5,15.0,25.0,30.0,15.0
6339,60,5,10,15.0,25.0,30.0,15.0
6340,60,5,15,20.0,25.0,30.0,20.0
6341,60,5,20,20.0,25.0,30.0,20.0
6342,60,5,25,20.0,25.0,30.0,25.0
6343,60,5,30,20.0,30.0,30.0,25.0
6344,60,5,35,20.0,30.0,30.0,30.0
6345,60,5,40,20.0,30.0,30.0,30.0
6346,60,5,45,20.0,25.0,35.0,35.0
6347,60,5,50,20.0,25.0,35.0,40.0
6348,60,5,55,20.0,25.0,35.0,45.0
6349,60,5,60,20.0,25.0,35.0,50.0
6350,60,5,65,20.0,25.0,35.0,50.0
6351,60,5,70,20.0,25.0,35.0,55.0
6352,60,5,75,20.0,25.0,35.0,60.0
6353,60,5,80,20.0,25.0,35.0,60.0
6354,60,5,85,20.0,25.0,35.0,60.0
6355,60,5,90,20.0,25.0,40.0,65.0
6356,60,5,95,20.0,25.0,40.0,70.0
6357,60,5,100,20.0,25.0,40.0,70.0
6358,60,10,-5,15.0,25.0,35.0,10.0
6359,60,10,0,15.0,25.0,30.0,15.0
6360,60,10,5,15.0,25.0,30.0,15.0
6361,60,10,10,15.0,25.0,35.0,15.0
6362,60,10,15,20.0,30.0,35.0,20.0
6363,60,10,20,20.0,25.0,35.0,20.0
6364,60,10,25,20.0,25.0,30.0,25.0
6365,60,10,30,20.0,30.0,35.0,25.0
6366,60,10,35,20.0,30.0,35.0,30.0
6367,60,10,40,20.0,30.0,35.0,35.0
6368,60,10,45,20.0,30.0,35.0,35.0
6369,60,10,50,20.0,25.0,35.0,40.0
6370,60,10,55,20.0,25.0,35.0,45.0
6371,60,10,60,20.0,25.0,35.0,50.0
6372,60,10,65,25.0,25.0,40.0,55.0
6373,60,10,70,20.0,25.0,40.0,55.0
6374,60,10,75,20.0,25.0,40.0,60.0
6375,60,10,80,20.0,25.0,40.0,60.0
6376,60,10,85,20.0,25.0,40.0,65.0
6377,60,10,90,25.0,25.0,40.0,65.0
6378,60,10,95,25.0,30.0,40.0,70.0
6379,60,10,100,25.0,25.0,40.0,70.0
6380,60,15,-5,15.0,25.0,35.0,10.0
6381,60,15,0,15.0,25.0,35.0,10.0
6382,60,15,5,20.0,25.0,35.0,15.0
6383,60,15,10,20.0,25.0,35.0,15.0
6384,60,15,15,20.0,30.0,35.0,15.0
6385,60,15,20,20.0,25.0,35.0,20.0
6386,60,15,25,20.0,30.0,35.0,25.0
6387,60,15,30,20.0,30.0,35.0,30.0
6388,60,15,35,20.0,30.0,35.0,30.0
6389,60,15,40,25.0,30.0,35.0,35.0
6390,60,15,45,25.0,30.0,35.0,40.0
6391,60,15,50,25.0,30.0,40.0,45.0
6392,60,15,55,25.0,30.0,40.0,50.0
6393,60,15,60,25.0,30.0,40.0,50.0
6394,60,15,65,25.0,30.0,40.0,55.0
6395,60,15,70,25.0,30.0,40.0,55.0
6396,60,15,75,20.0,30.0,45.0,60.0
6397,60,15,80,20.0,30.0,40.0,65.0
6398,60,15,85,25.0,30.0,45.0,65.0
6399,60,15,90,25.0,30.0,45.0,70.0
6400,60,15,95,25.0,30.0,45.0,70.0
6401,60,15,100,25.0,30.0,45.0,75.0
6402,60,20,-5,15.0,25.0,35.0,10.0
6403,60,20,0,15.0,25.0,35.0,10.0
6404,60,20,5,15.0,25.0,40.0,15.0
6405,60,20,10,15.0,25.0,40.0,15.0
6406,60,20,15,20.0,25.0,40.0,20.0
6407,60,20,20,20.0,30.0,35.0,20.0
6408,60,20,25,20.0,30.0,40.0,25.0
6409,60,20,30,20.0,30.0,40.0,30.0
6410,60,20,35,25.0,30.0,40.0,30.0
6411,60,20,40,25.0,30.0,40.0,35.0
6412,60,20,45,25.0,30.0,40.0,40.0
6413,60,20,50,25.0,30.0,40.0,45.0
6414,60,20,55,25.0,30.0,40.0,50.0
6415,60,20,60,25.0,30.0,40.0,55.0
6416,60,20,65,25.0,30.0,40.0,55.0
6417,60,20,70,25.0,30.0,45.0,60.0
6418,60,20,75,25.0,30.0,45.0,60.0
6419,60,20,80,25.0,30.0,45.0,65.0
6420,60,20,85,25.0,30.0,45.0,70.0
6421,60,20,90,25.0,30.0,45.0,70.0
6422,60,20,95,25.0,30.0,45.0,70.0
6423,60,20,100,25.0,30.0,45.0,75.0
6424,60,25,-5,15.0,25.0,40.0,10.0
6425,60,25,0,15.0,25.0,40.0,10.0
6426,60,25,5,15.0,25.0,40.0,15.0
6427,60,25,10,15.0,25.0,40.0,15.0
6428,60,25,15,20.0,25.0,40.0,20.0
6429,60,25,20,20.0,30.0,40.0,20.0
6430,60,25,25,20.0,30.0,40.0,25.0
6431,60,25,30,25.0,30.0,40.0,30.0
6432,60,25,35,25.0,30.0,40.0,35.0
6433,60,25,40,25.0,35.0,40.0,35.0
6434,60,25,45,25.0,35.0,40.0,45.0
6435,60,25,50,25.0,30.0,40.0,50.0
6436,60,25,55,25.0,35.0,45.0,50.0
6437,60,25,60,25.0,35.0,45.0,55.0
6438,60,25,65,25.0,35.0,45.0,55.0
6439,60,25,70,25.0,30.0,45.0,60.0
6440,60,25,75,25.0,30.0,45.0,65.0
6441,60,25,80,25.0,30.0,50.0,65.0
6442,60,25,85,25.0,30.0,50.0,70.0
6443,60,25,90,25.0,30.0,50.0,70.0
6444,60,25,95,25.0,30.0,50.0,75.0
6445,60,25,100,25.0,30.0,50.0,75.0
6446,60,30,-5,15.0,25.0,40.0,10.0
6447,60,30,0,15.0,25.0,40.0,15.0
6448,60,30,5,15.0,25.0,45.0,15.0
6449,60,30,10,15.0,25.0,45.0,15.0
6450,60,30,15,20.0,25.0,45.0,20.0
6451,60,30,20,20.0,30.0,45.0,25.0
6452,60,30,25,25.0,30.0,45.0,25.0
6453,60,30,30,25.0,35.0,45.0,30.0
6454,60,30,35,25.0,35.0,45.0,35.0
6455,60,30,40,25.0,35.0,45.0,40.0
6456,60,30,45,25.0,35.0,45.0,40.0
6457,60,30,50,25.0,35.0,45.0,50.0
6458,60,30,55,25.0,35.0,45.0,50.0
6459,60,30,60,25.0,35.0,45.0,55.0
6460,60,30,65,25.0,35.0,45.0,60.0
6461,60,30,70,25.0,35.0,50.0,65.0
6462,60,30,75,25.0,30.0,50.0,65.0
6463,60,30,80,25.0,30.0,50.0,70.0
6464,60,30,85,25.0,30.0,50.0,70.0
6465,60,30,90,25.0,30.0,50.0,70.0
6466,60,30,95,25.0,30.0,50.0,75.0
6467,60,30,100,25.0,30.0,50.0,75.0
6468,60,35,-5,10.0,20.0,45.0,15.0
6469,60,35,0,15.0,25.0,45.0,15.0
6470,60,35,5,15.0,25.0,45.0,15.0
6471,60,35,10,15.0,25.0,45.0,15.0
6472,60,35,15,15.0,30.0,45.0,20.0
6473,60,35,20,20.0,30.0,50.0,20.0
6474,60,35,25,20.0,30.0,50.0,25.0
6475,60,35,30,25.0,30.0,45.0,30.0
6476,60,35,35,25.0,35.0,45.0,35.0
6477,60,35,40,25.0,35.0,45.0,40.0
6478,60,35,45,25.0,35.0,45.0,45.0
6479,60,35,50,25.0,35.0,45.0,50.0
6480,60,35,55,25.0,35.0,45.0,55.0
6481,60,35,60,25.0,35.0,45.0,60.0
6482,60,35,65,25.0,35.0,50.0,60.0
6483,60,35,70,25.0,35.0,50.0,65.0
6484,60,35,75,25.0,35.0,50.0,65.0
6485,60,35,80,25.0,35.0,50.0,70.0
6486,60,35,85,25.0,35.0,55.0,70.0
6487,60,35,90,25.0,35.0,50.0,75.0
6488,60,35,95,30.0,35.0,50.0,75.0
6489,60,35,100,25.0,30.0,50.0,75.0
6490,60,40,-5,15.0,20.0,45.0,15.0
6491,60,40,0,15.0,20.0,45.0,15.0
6492,60,40,5,15.0,25.0,50.0,15.0
6493,60,40,10,15.0,25.0,50.0,15.0
6494,60,40,15,15.0,25.0,50.0,20.0
6495,60,40,20,20.0,30.0,50.0,20.0
6496,60,40,25,20.0,30.0,50.0,25.0
6497,60,40,30,20.0,30.0,50.0,25.0
6498,60,40,35,20.0,30.0,50.0,30.0
6499,60,40,40,25.0,35.0,50.0,35.0
6500,60,40,45,25.0,35.0,50.0,45.0
6501,60,40,50,25.0,35.0,50.0,45.0
6502,60,40,55,25.0,35.0,50.0,50.0
6503,60,40,60,25.0,35.0,50.0,60.0
6504,60,40,65,30.0,35.0,50.0,60.0
6505,60,40,70,25.0,35.0,50.0,65.0
6506,60,40,75,25.0,35.0,55.0,70.0
6507,60,40,80,25.0,35.0,55.0,70.0
6508,60,40,85,25.0,35.0,55.0,70.0
6509,60,40,90,25.0,35.0,55.0,75.0
6510,60,40,95,25.0,35.0,55.0,75.0
6511,60,40,100,25.0,30.0,55.0,75.0
6512,60,45,-5,10.0,20.0,45.0,15.0
6513,60,45,0,10.0,20.0,50.0,15.0
6514,60,45,5,15.0,20.0,50.0,15.0
6515,60,45,10,15.0,25.0,50.0,15.0
6516,60,45,15,15.0,25.0,50.0,20.0
6517,60,45,20,15.0,25.0,50.0,20.0
6518,60,45,25,20.0,25.0,50.0,25.0
6519,60,45,30,20.0,25.0,50.0,25.0
6520,60,45,35,20.0,30.0,50.0,30.0
6521,60,45,40,25.0,35.0,50.0,35.0
6522,60,45,45,25.0,30.0,50.0,45.0
6523,60,45,50,25.0,35.0,55.0,45.0
6524,60,45,55,25.0,35.0,55.0,50.0
6525,60,45,60,25.0,35.0,55.0,60.0
6526,60,45,65,25.0,35.0,55.0,60.0
6527,60,45,70,25.0,35.0,55.0,65.0
6528,60,45,75,25.0,35.0,55.0,65.0
6529,60,45,80,25.0,35.0,55.0,70.0
6530,60,45,85,25.0,35.0,55.0,75.0
6531,60,45,90,25.0,35.0,55.0,75.0
6532,60,45,95,25.0,30.0,55.0,75.0
6533,60,45,100,25.0,35.0,55.0,80.0
6534,60,50,-5,10.0,20.0,50.0,15.0
6535,60,50,0,10.0,20.0,50.0,15.0
6536,60,50,5,15.0,20.0,50.0,15.0
6537,60,50,10,15.0,25.0,50.0,20.0
6538,60,50,15,15.0,25.0,55.0,20.0
6539,60,50,20,15.0,25.0,55.0,20.0
6540,60,50,25,15.0,25.0,55.0,25.0
6541,60,50,30,15.0,25.0,55.0,25.0
6542,60,50,35,20.0,25.0,55.0,30.0
6543,60,50,40,20.0,30.0,55.0,35.0
6544,60,50,45,20.0,30.0,55.0,40.0
6545,60,50,50,25.0,30.0,55.0,45.0
6546,60,50,55,25.0,30.0,55.0,50.0
6547,60,50,60,25.0,35.0,55.0,55.0
6548,60,50,65,25.0,35.0,55.0,60.0
6549,60,50,70,25.0,35.0,55.0,65.0
6550,60,50,75,25.0,35.0,55.0,70.0
6551,60,50,80,25.0,35.0,55.0,70.0
6552,60,50,85,30.0,35.0,55.0,70.0
6553,60,50,90,25.0,35.0,60.0,75.0
6554,60,50,95,25.0,35.0,60.0,80.0
6555,60,50,100,25.0,35.0,60.0,80.0
6556,60,55,-5,10.0,20.0,50.0,15.0
6557,60,55,0,10.0,20.0,50.0,15.0
6558,60,55,5,10.0,20.0,50.0,15.0
6559,60,55,10,15.0,20.0,55.0,20.0
6560,60,55,15,15.0,25.0,55.0,20.0
6561,60,55,20,15.0,25.0,55.0,20.0
6562,60,55,25,15.0,20.0,55.0,25.0
6563,60,55,30,15.0,25.0,55.0,25.0
6564,60,55,35,15.0,25.0,55.0,30.0
6565,60,55,40,20.0,25.0,55.0,35.0
6566,60,55,45,20.0,25.0,55.0,45.0
6567,60,55,50,20.0,30.0,55.0,45.0
6568,60,55,55,25.0,30.0,55.0,55.0
6569,60,55,60,25.0,30.0,60.0,60.0
6570,60,55,65,25.0,35.0,60.0,60.0
6571,60,55,70,25.0,35.0,60.0,65.0
6572,60,55,75,25.0,35.0,60.0,70.0
6573,60,55,80,25.0,35.0,60.0,70.0
6574,60,55,85,25.0,35.0,60.0,75.0
6575,60,55,90,25.0,35.0,60.0,75.0
6576,60,55,95,25.0,35.0,60.0,80.0
6577,60,55,100,30.0,35.0,60.0,80.0
6578,60,60,-5,10.0,20.0,50.0,15.0
6579,60,60,0,10.0,20.0,55.0,15.0
6580,60,60,5,15.0,20.0,55.0,15.0
6581,60,60,10,15.0,20.0,55.0,20.0
6582,60,60,15,15.0,20.0,55.0,20.0
6583,60,60,20,15.0,20.0,55.0,20.0
6584,60,60,25,15.0,20.0,60.0,25.0
6585,60,60,30,20.0,25.0,60.0,30.0
6586,60,60,35,20.0,25.0,60.0,30.0
6587,60,60,40,20.0,25.0,60.0,35.0
6588,60,60,45,20.0,25.0,60.0,40.0
6589,60,60,50,20.0,30.0,60.0,50.0
6590,60,60,55,25.0,30.0,60.0,50.0
6591,60,60,60,25.0,30.0,60.0,60.0
6592,60,60,65,25.0,30.0,60.0,65.0
6593,60,60,70,25.0,35.0,60.0,65.0
6594,60,60,75,25.0,35.0,60.0,70.0
6595,60,60,80,25.0,35.0,60.0,70.0
6596,60,60,85,25.0,35.0,60.0,75.0
6597,60,60,90,30.0,35.0,60.0,80.0
6598,60,60,95,30.0,35.0,60.0,80.0
6599,60,60,100,30.0,35.0,60.0,80.0
6600,60,65,-5,10.0,20.0,55.0,15.0
6601,60,65,0,10.0,20.0,50.0,15.0
6602,60,65,5,15.0,20.0,55.0,20.0
6603,60,65,10,15.0,20.0,55.0,20.0
6604,60,65,15,15.0,20.0,55.0,20.0
6605,60,65,20,15.0,25.0,60.0,25.0
6606,60,65,25,15.0,25.0,60.0,25.0
6607,60,65,30,20.0,25.0,60.0,30.0
6608,60,65,35,20.0,25.0,60.0,35.0
6609,60,65,40,20.0,25.0,60.0,35.0
6610,60,65,45,20.0,25.0,60.0,45.0
6611,60,65,50,20.0,25.0,60.0,50.0
6612,60,65,55,20.0,30.0,60.0,55.0
6613,60,65,60,20.0,30.0,60.0,60.0
6614,60,65,65,25.0,30.0,60.0,65.0
6615,60,65,70,25.0,35.0,60.0,65.0
6616,60,65,75,25.0,30.0,65.0,70.0
6617,60,65,80,25.0,35.0,65.0,75.0
6618,60,65,85,25.0,35.0,65.0,75.0
6619,60,65,90,30.0,35.0,65.0,80.0
6620,60,65,95,30.0,35.0,65.0,80.0
6621,60,65,100,30.0,35.0,65.0,85.0
6622,60,70,-5,10.0,20.0,55.0,15.0
6623,60,70,0,15.0,20.0,55.0,15.0
6624,60,70,5,15.0,20.0,55.0,20.0
6625,60,70,10,15.0,20.0,55.0,20.0
6626,60,70,15,15.0,20.0,60.0,25.0
6627,60,70,20,15.0,25.0,60.0,25.0
6628,60,70,25,15.0,25.0,60.0,25.0
6629,60,70,30,20.0,25.0,60.0,30.0
6630,60,70,35,20.0,25.0,65.0,35.0
6631,60,70,40,20.0,25.0,60.0,40.0
6632,60,70,45,20.0,25.0,60.0,45.0
6633,60,70,50,20.0,25.0,65.0,50.0
6634,60,70,55,20.0,30.0,65.0,55.0
6635,60,70,60,20.0,30.0,65.0,60.0
6636,60,70,65,20.0,30.0,65.0,65.0
6637,60,70,70,25.0,30.0,65.0,70.0
6638,60,70,75,25.0,35.0,65.0,70.0
6639,60,70,80,25.0,35.0,65.0,75.0
6640,60,70,85,25.0,35.0,65.0,75.0
6641,60,70,90,25.0,35.0,65.0,80.0
6642,60,70,95,25.0,35.0,65.0,85.0
6643,60,70,100,25.0,35.0,65.0,85.0
6644,60,75,-5,15.0,20.0,55.0,15.0
6645,60,75,0,15.0,20.0,55.0,20.0
6646,60,75,5,15.0,20.0,55.0,20.0
6647,60,75,10,15.0,20.0,60.0,20.0
6648,60,75,15,15.0,25.0,60.0,25.0
6649,60,75,20,15.0,20.0,60.0,25.0
6650,60,75,25,20.0,25.0,60.0,30.0
6651,60,75,30,20.0,25.0,65.0,35.0
6652,60,75,35,20.0,25.0,65.0,40.0
6653,60,75,40,20.0,25.0,65.0,45.0
6654,60,75,45,20.0,25.0,65.0,50.0
6655,60,75,50,20.0,25.0,65.0,50.0
6656,60,75,55,20.0,25.0,65.0,55.0
6657,60,75,60,20.0,25.0,65.0,60.0
6658,60,75,65,20.0,30.0,65.0,65.0
6659,60,75,70,25.0,30.0,70.0,65.0
6660,60,75,75,25.0,30.0,70.0,70.0
6661,60,75,80,25.0,30.0,70.0,75.0
6662,60,75,85,25.0,30.0,70.0,80.0
6663,60,75,90,25.0,35.0,70.0,80.0
6664,60,75,95,25.0,35.0,70.0,85.0
6665,60,75,100,25.0,35.0,70.0,85.0
6666,60,80,-5,15.0,20.0,55.0,20.0
6667,60,80,0,15.0,20.0,55.0,20.0
6668,60,80,5,15.0,20.0,60.0,20.0
6669,60,80,10,15.0,20.0,60.0,25.0
6670,60,80,15,15.0,25.0,60.0,25.0
6671,60,80,20,15.0,25.0,60.0,30.0
6672,60,80,25,20.0,25.0,65.0,35.0
6673,60,80,30,20.0,25.0,65.0,35.0
6674,60,80,35,15.0,20.0,65.0,40.0
6675,60,80,40,20.0,25.0,65.0,45.0
6676,60,80,45,20.0,25.0,65.0,50.0
6677,60,80,50,20.0,25.0,65.0,55.0
6678,60,80,55,20.0,25.0,70.0,60.0
6679,60,80,60,20.0,30.0,70.0,60.0
6680,60,80,65,20.0,25.0,70.0,65.0
6681,60,80,70,20.0,30.0,70.0,70.0
6682,60,80,75,20.0,25.0,70.0,70.0
6683,60,80,80,20.0,30.0,70.0,75.0
6684,60,80,85,25.0,30.0,70.0,80.0
6685,60,80,90,25.0,30.0,70.0,80.0
6686,60,80,95,25.0,30.0,70.0,85.0
6687,60,80,100,25.0,30.0,70.0,85.0
6688,60,85,-5,15.0,20.0,55.0,20.0
6689,60,85,0,15.0,20.0,55.0,20.0
6690,60,85,5,15.0,20.0,60.0,20.0
6691,60,85,10,15.0,20.0,60.0,25.0
6692,60,85,15,15.0,20.0,60.0,30.0
6693,60,85,20,20.0,20.0,65.0,35.0
6694,60,85,25,20.0,20.0,65.0,40.0
6695,60,85,30,20.0,20.0,65.0,40.0
6696,60,85,35,20.0,25.0,65.0,45.0
6697,60,85,40,20.0,25.0,65.0,50.0
6698,60,85,45,20.0,25.0,70.0,55.0
6699,60,85,50,20.0,25.0,70.0,55.0
6700,60,85,55,20.0,25.0,70.0,60.0
6701,60,85,60,20.0,25.0,70.0,65.0
6702,60,85,65,20.0,25.0,70.0,65.0
6703,60,85,70,20.0,25.0,75.0,70.0
6704,60,85,75,20.0,25.0,75.0,75.0
6705,60,85,80,20.0,25.0,75.0,75.0
6706,60,85,85,20.0,30.0,75.0,80.0
6707,60,85,90,20.0,30.0,75.0,85.0
6708,60,85,95,25.0,30.0,75.0,85.0
6709,60,85,100,20.0,30.0,75.0,85.0
6710,60,90,-5,15.0,20.0,55.0,20.0
6711,60,90,0,15.0,20.0,60.0,20.0
6712,60,90,5,15.0,20.0,60.0,25.0
6713,60,90,10,15.0,20.0,60.0,30.0
6714,60,90,15,20.0,20.0,65.0,30.0
6715,60,90,20,15.0,20.0,65.0,35.0
6716,60,90,25,15.0,20.0,65.0,40.0
6717,60,90,30,20.0,25.0,65.0,45.0
6718,60,90,35,20.0,25.0,65.0,50.0
6719,60,90,40,20.0,25.0,65.0,50.0
6720,60,90,45,20.0,25.0,70.0,55.0
6721,60,90,50,20.0,25.0,70.0,60.0
6722,60,90,55,20.0,25.0,70.0,60.0
6723,60,90,60,20.0,25.0,70.0,65.0
6724,60,90,65,20.0,25.0,75.0,70.0
6725,60,90,70,20.0,25.0,75.0,70.0
6726,60,90,75,20.0,25.0,75.0,75.0
6727,60,90,80,20.0,25.0,80.0,75.0
6728,60,90,85,20.0,25.0,80.0,80.0
6729,60,90,90,20.0,30.0,80.0,85.0
6730,60,90,95,20.0,25.0,80.0,85.0
6731,60,90,100,20.0,30.0,80.0,90.0
6732,60,95,-5,15.0,20.0,60.0,20.0
6733,60,95,0,15.0,20.0,60.0,25.0
6734,60,95,5,15.0,20.0,60.0,30.0
6735,60,95,10,15.0,20.0,60.0,30.0
6736,60,95,15,20.0,20.0,65.0,35.0
6737,60,95,20,20.0,20.0,65.0,40.0
6738,60,95,25,20.0,25.0,65.0,40.0
6739,60,95,30,20.0,25.0,65.0,45.0
6740,60,95,35,20.0,25.0,70.0,50.0
6741,60,95,40,20.0,25.0,70.0,55.0
6742,60,95,45,20.0,25.0,70.0,60.0
6743,60,95,50,20.0,25.0,70.0,60.0
6744,60,95,55,20.0,25.0,70.0,65.0
6745,60,95,60,20.0,25.0,75.0,70.0
6746,60,95,65,20.0,25.0,75.0,70.0
6747,60,95,70,20.0,25.0,75.0,75.0
6748,60,95,75,20.0,25.0,80.0,75.0
6749,60,95,80,20.0,25.0,80.0,80.0
6750,60,95,85,20.0,25.0,80.0,80.0
6751,60,95,90,20.0,25.0,80.0,85.0
6752,60,95,95,20.0,30.0,80.0,85.0
6753,60,95,100,20.0,30.0,80.0,90.0
6754,60,100,-5,15.0,20.0,60.0,25.0
6755,60,100,0,15.0,20.0,60.0,25.0
6756,60,100,5,15.0,20.0,60.0,30.0
6757,60,100,10,15.0,20.0,65.0,35.0
6758,60,100,15,15.0,20.0,65.0,35.0
6759,60,100,20,20.0,20.0,65.0,40.0
6760,60,100,25,20.0,25.0,65.0,45.0
6761,60,100,30,20.0,25.0,70.0,50.0
6762,60,100,35,20.0,25.0,70.0,55.0
6763,60,100,40,20.0,25.0,70.0,60.0
6764,60,100,45,20.0,25.0,70.0,60.0
6765,60,100,50,20.0,25.0,70.0,65.0
6766,60,100,55,20.0,25.0,75.0,65.0
6767,60,100,60,20.0,25.0,75.0,70.0
6768,60,100,65,20.0,25.0,75.0,70.0
6769,60,100,70,20.0,25.0,75.0,75.0
6770,60,100,75,20.0,25.0,80.0,75.0
6771,60,100,80,20.0,25.0,80.0,80.0
6772,60,100,85,20.0,25.0,80.0,85.0
6773,60,100,90,20.0,30.0,80.0,85.0
6774,60,100,95,20.0,30.0,80.0,85.0
6775,60,100,100,20.0,30.0,80.0,90.0
6776,65,-5,-5,15.0,25.0,25.0,10.0
6777,65,-5,0,15.0,25.0,30.0,15.0
6778,65,-5,5,15.0,25.0,30.0,15.0
6779,65,-5,10,15.0,25.0,30.0,15.0
6780,65,-5,15,20.0,25.0,30.0,20.0
6781,65,-5,20,20.0,25.0,30.0,20.0
6782,65,-5,25,20.0,25.0,30.0,20.0
6783,65,-5,30,20.0,25.0,30.0,25.0
6784,65,-5,35,20.0,25.0,30.0,25.0
6785,65,-5,40,20.0,25.0,30.0,30.0
6786,65,-5,45,20.0,25.0,30.0,35.0
6787,65,-5,50,20.0,25.0,30.0,35.0
6788,65,-5,55,20.0,25.0,30.0,40.0
6789,65,-5,60,20.0,25.0,30.0,40.0
6790,65,-5,65,20.0,25.0,35.0,45.0
6791,65,-5,70,20.0,25.0,35.0,50.0
6792,65,-5,75,20.0,25.0,35.0,50.0
6793,65,-5,80,20.0,25.0,35.0,55.0
6794,65,-5,85,20.0,25.0,35.0,60.0
6795,65,-5,90,20.0,25.0,35.0,60.0
6796,65,-5,95,20.0,25.0,35.0,65.0
